station,date,tmax_c,tmin_c
Heathrow,2021-01-30,8.5,3.1
Heathrow,2021-01-31,4.1,0.1
Heathrow,2021-02-01,4.2,3.0
Heathrow,2021-02-02,13.5,3.4
Heathrow,2021-02-03,10.4,5.2
Heathrow,2021-02-04,9.1,1.4
Heathrow,2021-02-05,10.8,4.4
Heathrow,2021-02-06,8.3,3.9
Heathrow,2021-02-07,5.8,-0.4
Heathrow,2021-02-08,0.1,-1.9
Heathrow,2021-02-09,0.4,-1.5
Heathrow,2021-02-10,3.0,-2.0
Heathrow,2021-02-11,1.2,-3.8
Heathrow,2021-02-12,2.0,-1.7
Heathrow,2021-02-13,1.7,-4.2
Heathrow,2021-02-14,4.4,0.2
Heathrow,2021-02-15,13.2,3.5
Heathrow,2021-02-16,11.4,7.7
Heathrow,2021-02-17,11.0,7.2
Heathrow,2021-02-18,10.7,5.2
Heathrow,2021-02-19,10.9,4.1
Heathrow,2021-02-20,14.4,10.4
Heathrow,2021-02-21,14.2,8.8
Heathrow,2021-02-22,10.4,7.2
Heathrow,2021-02-23,14.4,4.6
Heathrow,2021-02-24,15.8,10.8
Heathrow,2021-02-25,12.6,7.9
Heathrow,2021-02-26,13.1,1.2
Heathrow,2021-02-27,13.2,0.3
Heathrow,2021-02-28,9.4,2.9
Heathrow,2021-03-01,10.2,3.6
Heathrow,2021-03-02,8.7,3.6
Heathrow,2021-03-03,9.0,3.3
Heathrow,2021-03-04,6.9,3.8
Heathrow,2021-03-05,6.0,1.3
Heathrow,2021-03-06,6.9,0.3
Heathrow,2021-03-07,7.1,0.3
Heathrow,2021-03-08,10.9,-1.0
Heathrow,2021-03-09,13.4,0.9
Heathrow,2021-03-10,10.3,5.7
Heathrow,2021-03-11,12.3,5.6
Heathrow,2021-03-12,11.1,4.5
Heathrow,2021-03-13,11.2,3.7
Heathrow,2021-03-14,10.2,3.6
Heathrow,2021-03-15,12.8,8.1
Heathrow,2021-03-16,14.6,6.9
Heathrow,2021-03-17,10.3,4.3
Heathrow,2021-03-18,10.3,3.3
Heathrow,2021-03-19,12.0,6.2
Heathrow,2021-03-20,10.8,2.9
Heathrow,2021-03-21,12.2,6.5
Heathrow,2021-03-22,14.4,3.8
Heathrow,2021-03-23,13.5,1.8
Heathrow,2021-03-24,14.0,2.2
Heathrow,2021-03-25,13.2,2.8
Heathrow,2021-03-26,12.6,4.6
Heathrow,2021-03-27,12.2,2.4
Heathrow,2021-03-28,12.7,8.4
Heathrow,2021-03-29,19.9,9.4
Heathrow,2021-03-30,23.8,3.0
Heathrow,2021-03-31,19.8,7.4
Heathrow,2021-04-01,15.1,7.4
Heathrow,2021-04-02,10.9,5.2
Heathrow,2021-04-03,9.8,5.3
Heathrow,2021-04-04,15.4,2.0
Heathrow,2021-04-05,10.1,3.2
Heathrow,2021-04-06,8.0,-0.4
Heathrow,2021-04-07,6.9,-2.4
Heathrow,2021-04-08,12.8,2.0
Heathrow,2021-04-09,14.3,4.6
Heathrow,2021-04-10,8.7,5.7
Heathrow,2021-04-11,9.8,1.0
Heathrow,2021-04-12,10.3,-1.4
Heathrow,2021-04-13,13.3,-0.9
Heathrow,2021-04-14,12.6,2.5
Heathrow,2021-04-15,11.5,1.0
Heathrow,2021-04-16,12.3,0.7
Heathrow,2021-04-17,13.8,-0.1
Heathrow,2021-04-18,15.7,1.1
Heathrow,2021-04-19,17.8,2.9
Heathrow,2021-04-20,18.6,4.4
Heathrow,2021-04-21,14.7,6.7
Heathrow,2021-04-22,14.6,2.4
Heathrow,2021-04-23,17.2,2.3
Heathrow,2021-04-24,17.1,3.7
Heathrow,2021-04-25,14.5,4.6
Heathrow,2021-04-26,13.9,4.2
Heathrow,2021-04-27,16.1,1.6
Heathrow,2021-04-28,12.5,6.5
Heathrow,2021-04-29,12.3,3.6
Heathrow,2021-04-30,12.7,4.0
Heathrow,2021-05-01,13.3,3.0
Heathrow,2021-05-02,15.3,4.4
Heathrow,2021-05-03,14.0,5.7
Heathrow,2021-05-04,15.1,6.9
Heathrow,2021-05-05,14.4,3.0
Heathrow,2021-05-06,12.8,1.6
Heathrow,2021-05-07,15.7,4.1
Heathrow,2021-05-08,16.0,6.5
Heathrow,2021-05-09,20.4,12.7
Heathrow,2021-05-10,17.1,10.2
Heathrow,2021-05-11,17.8,5.5
Heathrow,2021-05-12,17.5,8.9
Heathrow,2021-05-13,14.5,9.7
Heathrow,2021-05-14,13.4,8.1
Heathrow,2021-05-15,15.0,8.5
Heathrow,2021-05-16,15.0,7.5
Heathrow,2021-05-17,16.5,9.7
Heathrow,2021-05-18,17.1,5.5
Heathrow,2021-05-19,18.3,8.6
Heathrow,2021-05-20,14.1,6.5
Heathrow,2021-05-21,13.3,10.2
Heathrow,2021-05-22,14.9,9.1
Heathrow,2021-05-23,13.2,4.0
Heathrow,2021-05-24,14.1,6.8
Heathrow,2021-05-25,15.9,6.1
Heathrow,2021-05-26,17.7,5.3
Heathrow,2021-05-27,21.2,7.4
Heathrow,2021-05-28,19.7,10.1
Heathrow,2021-05-29,21.6,11.7
Heathrow,2021-05-30,21.5,8.6
Heathrow,2021-05-31,24.1,9.0
Heathrow,2021-06-01,25.7,10.8
Heathrow,2021-06-02,27.9,12.9
Heathrow,2021-06-03,23.8,16.8
Heathrow,2021-06-04,18.0,12.6
Heathrow,2021-06-05,23.5,9.8
Heathrow,2021-06-06,23.2,13.1
Heathrow,2021-06-07,23.3,13.7
Heathrow,2021-06-08,24.7,11.5
Heathrow,2021-06-09,26.3,11.4
Heathrow,2021-06-10,24.7,15.6
Heathrow,2021-06-11,25.6,16.4
Heathrow,2021-06-12,24.6,13.3
Heathrow,2021-06-13,28.0,14.5
Heathrow,2021-06-14,28.8,15.4
Heathrow,2021-06-15,26.6,14.8
Heathrow,2021-06-16,29.2,14.8
Heathrow,2021-06-17,21.4,17.4
Heathrow,2021-06-18,17.5,12.4
Heathrow,2021-06-19,16.4,11.9
Heathrow,2021-06-20,18.4,12.9
Heathrow,2021-06-21,14.9,11.9
Heathrow,2021-06-22,18.0,11.3
Heathrow,2021-06-23,22.3,8.0
Heathrow,2021-06-24,20.3,9.5
Heathrow,2021-06-25,23.0,13.6
Heathrow,2021-06-26,23.6,13.9
Heathrow,2021-06-27,20.5,15.2
Heathrow,2021-06-28,20.2,15.1
Heathrow,2021-06-29,19.5,13.9
Heathrow,2021-06-30,18.7,13.3
Heathrow,2021-07-01,22.4,12.5
Heathrow,2021-07-02,24.5,15.2
Heathrow,2021-07-03,22.4,16.2
Heathrow,2021-07-04,21.7,15.0
Heathrow,2021-07-05,21.7,13.7
Heathrow,2021-07-06,20.8,13.1
Heathrow,2021-07-07,21.3,13.1
Heathrow,2021-07-08,21.7,14.3
Heathrow,2021-07-09,24.7,15.2
Heathrow,2021-07-10,19.5,13.6
Heathrow,2021-07-11,21.5,11.6
Heathrow,2021-07-12,22.0,14.0
Heathrow,2021-07-13,22.5,14.9
Heathrow,2021-07-14,25.2,14.9
Heathrow,2021-07-15,22.1,14.1
Heathrow,2021-07-16,26.8,11.3
Heathrow,2021-07-17,28.4,15.4
Heathrow,2021-07-18,31.6,15.9
Heathrow,2021-07-19,31.4,18.1
Heathrow,2021-07-20,32.2,17.6
Heathrow,2021-07-21,30.4,17.7
Heathrow,2021-07-22,29.8,17.3
Heathrow,2021-07-23,25.5,15.6
Heathrow,2021-07-24,23.4,15.9
Heathrow,2021-07-25,21.5,16.8
Heathrow,2021-07-26,26.1,15.3
Heathrow,2021-07-27,22.1,16.5
Heathrow,2021-07-28,22.1,14.8
Heathrow,2021-07-29,23.3,12.0
Heathrow,2021-07-30,19.4,14.3
Heathrow,2021-07-31,21.7,12.9
Heathrow,2021-08-01,21.9,14.5
Heathrow,2021-08-02,20.8,12.7
Heathrow,2021-08-03,23.8,10.6
Heathrow,2021-08-04,23.9,11.7
Heathrow,2021-08-05,22.0,12.7
Heathrow,2021-08-06,23.8,15.1
Heathrow,2021-08-07,21.3,13.4
Heathrow,2021-08-08,20.7,13.5
Heathrow,2021-08-09,23.0,12.7
Heathrow,2021-08-10,24.1,12.3
Heathrow,2021-08-11,24.5,12.9
Heathrow,2021-08-12,22.5,15.8
Heathrow,2021-08-13,22.9,13.6
Heathrow,2021-08-14,25.3,14.2
Heathrow,2021-08-15,24.3,14.1
Heathrow,2021-08-16,18.8,12.3
Heathrow,2021-08-17,18.6,11.4
Heathrow,2021-08-18,24.1,15.3
Heathrow,2021-08-19,21.7,13.7
Heathrow,2021-08-20,21.6,13.5
Heathrow,2021-08-21,21.1,15.5
Heathrow,2021-08-22,23.1,15.2
Heathrow,2021-08-23,22.0,15.5
Heathrow,2021-08-24,24.0,12.4
Heathrow,2021-08-25,22.3,13.2
Heathrow,2021-08-26,18.7,15.9
Heathrow,2021-08-27,19.7,12.5
Heathrow,2021-08-28,20.9,11.3
Heathrow,2021-08-29,19.9,10.4
Heathrow,2021-08-30,17.1,13.8
Heathrow,2021-08-31,18.9,14.0
Heathrow,2021-09-01,18.7,14.0
Heathrow,2021-09-02,20.2,15.0
Heathrow,2021-09-03,22.4,13.6
Heathrow,2021-09-04,20.1,12.4
Heathrow,2021-09-05,26.4,14.1
Heathrow,2021-09-06,28.3,14.3
Heathrow,2021-09-07,30.2,15.6
Heathrow,2021-09-08,30.3,15.8
Heathrow,2021-09-09,23.9,16.8
Heathrow,2021-09-10,22.6,16.9
Heathrow,2021-09-11,24.0,15.4
Heathrow,2021-09-12,20.8,12.0
Heathrow,2021-09-13,21.8,14.1
Heathrow,2021-09-14,21.0,15.7
Heathrow,2021-09-15,22.3,15.0
Heathrow,2021-09-16,23.7,10.9
Heathrow,2021-09-17,22.1,13.1
Heathrow,2021-09-18,25.2,12.5
Heathrow,2021-09-19,18.4,14.4
Heathrow,2021-09-20,20.5,11.7
Heathrow,2021-09-21,22.2,9.9
Heathrow,2021-09-22,23.0,10.4
Heathrow,2021-09-23,24.3,11.8
Heathrow,2021-09-24,24.6,12.9
Heathrow,2021-09-25,18.4,14.8
Heathrow,2021-09-26,23.4,13.1
Heathrow,2021-09-27,19.1,12.3
Heathrow,2021-09-28,18.9,9.2
Heathrow,2021-09-29,16.7,8.4
Heathrow,2021-09-30,16.5,7.2
Heathrow,2021-10-01,18.6,10.6
Heathrow,2021-10-02,15.2,7.2
Heathrow,2021-10-03,18.0,10.2
Heathrow,2021-10-04,18.1,10.1
Heathrow,2021-10-05,15.4,10.8
Heathrow,2021-10-06,17.6,8.9
Heathrow,2021-10-07,18.1,11.8
Heathrow,2021-10-08,17.7,13.8
Heathrow,2021-10-09,19.1,7.6
Heathrow,2021-10-10,18.9,8.5
Heathrow,2021-10-11,16.1,7.8
Heathrow,2021-10-12,16.8,6.8
Heathrow,2021-10-13,16.2,7.3
Heathrow,2021-10-14,19.3,9.7
Heathrow,2021-10-15,15.0,10.9
Heathrow,2021-10-16,17.7,8.2
Heathrow,2021-10-17,17.9,8.8
Heathrow,2021-10-18,17.0,7.2
Heathrow,2021-10-19,20.9,16.1
Heathrow,2021-10-20,19.1,11.9
Heathrow,2021-10-21,12.4,7.0
Heathrow,2021-10-22,14.7,4.8
Heathrow,2021-10-23,13.9,9.5
Heathrow,2021-10-24,15.7,11.1
Heathrow,2021-10-25,17.7,9.7
Heathrow,2021-10-26,17.1,8.2
Heathrow,2021-10-27,17.6,14.0
Heathrow,2021-10-28,15.4,12.2
Heathrow,2021-10-29,15.6,9.3
Heathrow,2021-10-30,15.6,8.5
Heathrow,2021-10-31,15.8,6.1
Heathrow,2021-11-01,14.9,6.5
Heathrow,2021-11-02,13.1,1.7
Heathrow,2021-11-03,10.5,0.7
Heathrow,2021-11-04,10.1,5.5
Heathrow,2021-11-05,11.1,0.6
Heathrow,2021-11-06,13.2,8.2
Heathrow,2021-11-07,13.0,6.9
Heathrow,2021-11-08,12.1,3.5
Heathrow,2021-11-09,16.5,11.0
Heathrow,2021-11-10,13.6,8.5
Heathrow,2021-11-11,15.5,9.3
Heathrow,2021-11-12,15.2,6.3
Heathrow,2021-11-13,12.8,9.7
Heathrow,2021-11-14,13.1,10.0
Heathrow,2021-11-15,12.0,8.5
Heathrow,2021-11-16,11.4,2.0
Heathrow,2021-11-17,12.7,5.8
Heathrow,2021-11-18,13.8,3.9
Heathrow,2021-11-19,12.0,9.9
Heathrow,2021-11-20,11.2,8.5
Heathrow,2021-11-21,9.0,4.6
Heathrow,2021-11-22,10.0,3.5
Heathrow,2021-11-23,10.2,0.6
Heathrow,2021-11-24,7.4,2.3
Heathrow,2021-11-25,7.4,2.1
Heathrow,2021-11-26,9.4,1.5
Heathrow,2021-11-27,5.1,2.6
Heathrow,2021-11-28,4.3,-0.6
Heathrow,2021-11-29,4.2,-3.3
Heathrow,2021-11-30,12.0,2.8
Heathrow,2021-12-01,11.3,5.0
Heathrow,2021-12-02,5.2,-0.1
Heathrow,2021-12-03,9.5,0.6
Heathrow,2021-12-04,8.4,4.8
Heathrow,2021-12-05,6.7,4.2
Heathrow,2021-12-06,7.9,1.7
Heathrow,2021-12-07,8.2,1.2
Heathrow,2021-12-08,8.3,5.2
Heathrow,2021-12-09,9.1,3.3
Heathrow,2021-12-10,8.4,4.3
Heathrow,2021-12-11,9.9,1.3
Heathrow,2021-12-12,14.2,9.7
Heathrow,2021-12-13,11.9,9.3
Heathrow,2021-12-14,13.2,8.6
Heathrow,2021-12-15,13.1,9.2
Heathrow,2021-12-16,12.0,10.1
Heathrow,2021-12-17,10.8,7.1
Heathrow,2021-12-18,9.1,7.7
Heathrow,2021-12-19,7.8,3.0
Heathrow,2021-12-20,7.1,5.1
Heathrow,2021-12-21,6.3,0.2
Heathrow,2021-12-22,4.8,-1.9
Heathrow,2021-12-23,11.3,3.5
Heathrow,2021-12-24,10.5,5.4
Heathrow,2021-12-25,8.9,5.6
Heathrow,2021-12-26,9.7,5.4
Heathrow,2021-12-27,11.2,5.8
Heathrow,2021-12-28,11.8,8.7
Heathrow,2021-12-29,15.3,7.1
Heathrow,2021-12-30,15.0,12.4
Heathrow,2021-12-31,15.3,12.4
Heathrow,2022-01-01,15.7,12.3
Heathrow,2022-01-02,13.5,9.3
Heathrow,2022-01-03,10.8,8.7
Heathrow,2022-01-04,9.2,1.4
Heathrow,2022-01-05,6.6,1.0
Heathrow,2022-01-06,7.4,-3.5
Heathrow,2022-01-07,7.3,0.8
Heathrow,2022-01-08,10.5,-0.1
Heathrow,2022-01-09,8.9,1.8
Heathrow,2022-01-10,8.7,2.0
Heathrow,2022-01-11,10.4,8.2
Heathrow,2022-01-12,9.1,0.8
Heathrow,2022-01-13,9.6,-0.9
Heathrow,2022-01-14,9.5,-1.5
Heathrow,2022-01-15,5.8,-0.8
Heathrow,2022-01-16,9.5,3.7
Heathrow,2022-01-17,10.3,0.8
Heathrow,2022-01-18,7.5,-3.2
Heathrow,2022-01-19,9.4,4.7
Heathrow,2022-01-20,6.0,0.2
Heathrow,2022-01-21,5.0,-2.6
Heathrow,2022-01-22,6.1,0.8
Heathrow,2022-01-23,6.2,4.8
Heathrow,2022-01-24,5.8,3.6
Heathrow,2022-01-25,3.6,1.8
Heathrow,2022-01-26,8.7,2.3
Heathrow,2022-01-27,13.1,4.4
Heathrow,2022-01-28,10.5,0.1
Heathrow,2022-01-29,14.0,5.9
Heathrow,2022-01-30,8.9,0.8
Heathrow,2022-01-31,8.6,4.6
Heathrow,2022-02-01,14.8,3.9
Heathrow,2022-02-02,12.2,7.1
Heathrow,2022-02-03,10.1,7.1
Heathrow,2022-02-04,10.3,3.2
Heathrow,2022-02-05,11.0,2.0
Heathrow,2022-02-06,11.7,7.4
Heathrow,2022-02-07,10.8,1.5
Heathrow,2022-02-08,12.5,10.2
Heathrow,2022-02-09,14.4,7.6
Heathrow,2022-02-10,9.2,2.9
Heathrow,2022-02-11,9.4,-0.2
Heathrow,2022-02-12,8.8,-0.4
Heathrow,2022-02-13,9.9,6.5
Heathrow,2022-02-14,9.9,5.3
Heathrow,2022-02-15,9.9,2.2
Heathrow,2022-02-16,15.1,8.9
Heathrow,2022-02-17,12.8,7.7
Heathrow,2022-02-18,11.6,3.9
Heathrow,2022-02-19,10.5,2.4
Heathrow,2022-02-20,12.4,6.4
Heathrow,2022-02-21,11.7,4.2
Heathrow,2022-02-22,13.6,4.4
Heathrow,2022-02-23,10.7,1.7
Heathrow,2022-02-24,9.2,3.2
Heathrow,2022-02-25,11.5,2.7
Heathrow,2022-02-26,10.9,-1.1
Heathrow,2022-02-27,11.2,1.2
Heathrow,2022-02-28,12.4,3.0
Heathrow,2022-03-01,9.9,7.3
Heathrow,2022-03-02,7.8,6.2
Heathrow,2022-03-03,12.4,4.4
Heathrow,2022-03-04,9.5,6.7
Heathrow,2022-03-05,7.4,5.1
Heathrow,2022-03-06,8.1,3.6
Heathrow,2022-03-07,7.8,2.6
Heathrow,2022-03-08,12.9,-0.7
Heathrow,2022-03-09,13.2,6.5
Heathrow,2022-03-10,16.0,6.4
Heathrow,2022-03-11,12.5,8.3
Heathrow,2022-03-12,13.0,7.1
Heathrow,2022-03-13,11.6,8.0
Heathrow,2022-03-14,13.3,3.4
Heathrow,2022-03-15,16.0,4.5
Heathrow,2022-03-16,10.8,7.0
Heathrow,2022-03-17,14.2,1.7
Heathrow,2022-03-18,16.1,2.3
Heathrow,2022-03-19,14.1,7.4
Heathrow,2022-03-20,12.1,3.7
Heathrow,2022-03-21,17.3,0.3
Heathrow,2022-03-22,19.9,8.3
Heathrow,2022-03-23,19.8,5.1
Heathrow,2022-03-24,19.0,3.8
Heathrow,2022-03-25,17.7,4.7
Heathrow,2022-03-26,18.3,5.1
Heathrow,2022-03-27,13.2,5.5
Heathrow,2022-03-28,16.8,3.4
Heathrow,2022-03-29,12.2,7.7
Heathrow,2022-03-30,11.2,4.4
Heathrow,2022-03-31,7.9,1.3
Heathrow,2022-04-01,9.2,1.1
Heathrow,2022-04-02,9.9,0.0
Heathrow,2022-04-03,10.9,-1.2
Heathrow,2022-04-04,14.7,5.1
Heathrow,2022-04-05,14.9,10.3
Heathrow,2022-04-06,16.0,9.1
Heathrow,2022-04-07,14.0,6.9
Heathrow,2022-04-08,11.7,2.5
Heathrow,2022-04-09,12.6,0.9
Heathrow,2022-04-10,13.4,1.0
Heathrow,2022-04-11,18.8,4.4
Heathrow,2022-04-12,18.6,9.2
Heathrow,2022-04-13,20.0,10.1
Heathrow,2022-04-14,19.8,6.8
Heathrow,2022-04-15,23.1,7.5
Heathrow,2022-04-16,19.8,8.0
Heathrow,2022-04-17,19.8,7.1
Heathrow,2022-04-18,17.8,7.5
Heathrow,2022-04-19,16.4,6.7
Heathrow,2022-04-20,19.1,6.9
Heathrow,2022-04-21,19.2,6.9
Heathrow,2022-04-22,17.2,8.2
Heathrow,2022-04-23,18.0,9.2
Heathrow,2022-04-24,18.9,7.7
Heathrow,2022-04-25,14.5,6.3
Heathrow,2022-04-26,16.6,4.4
Heathrow,2022-04-27,11.7,5.5
Heathrow,2022-04-28,14.9,6.0
Heathrow,2022-04-29,11.4,5.7
Heathrow,2022-04-30,18.4,3.2
Heathrow,2022-05-01,14.6,10.0
Heathrow,2022-05-02,17.1,9.0
Heathrow,2022-05-03,16.1,10.6
Heathrow,2022-05-04,20.0,10.5
Heathrow,2022-05-05,19.9,7.5
Heathrow,2022-05-06,23.3,9.2
Heathrow,2022-05-07,20.3,12.4
Heathrow,2022-05-08,20.6,9.6
Heathrow,2022-05-09,23.4,6.0
Heathrow,2022-05-10,20.9,13.4
Heathrow,2022-05-11,16.1,11.7
Heathrow,2022-05-12,18.9,7.0
Heathrow,2022-05-13,21.4,10.1
Heathrow,2022-05-14,23.4,7.8
Heathrow,2022-05-15,18.9,12.9
Heathrow,2022-05-16,23.1,12.2
Heathrow,2022-05-17,27.5,10.9
Heathrow,2022-05-18,23.1,11.1
Heathrow,2022-05-19,22.4,13.9
Heathrow,2022-05-20,19.0,12.0
Heathrow,2022-05-21,22.0,9.5
Heathrow,2022-05-22,23.8,9.3
Heathrow,2022-05-23,20.7,11.3
Heathrow,2022-05-24,19.8,9.8
Heathrow,2022-05-25,19.1,9.1
Heathrow,2022-05-26,21.8,10.5
Heathrow,2022-05-27,20.8,13.0
Heathrow,2022-05-28,19.1,8.6
Heathrow,2022-05-29,17.0,7.9
Heathrow,2022-05-30,16.1,5.6
Heathrow,2022-05-31,16.4,8.6
Heathrow,2022-06-01,18.7,8.0
Heathrow,2022-06-02,22.3,8.1
Heathrow,2022-06-03,23.3,11.2
Heathrow,2022-06-04,21.6,12.1
Heathrow,2022-06-05,15.4,11.0
Heathrow,2022-06-06,18.2,11.8
Heathrow,2022-06-07,22.4,9.6
Heathrow,2022-06-08,23.5,14.1
Heathrow,2022-06-09,21.0,11.0
Heathrow,2022-06-10,24.5,15.3
Heathrow,2022-06-11,23.8,11.5
Heathrow,2022-06-12,22.9,10.7
Heathrow,2022-06-13,21.7,9.6
Heathrow,2022-06-14,24.9,9.8
Heathrow,2022-06-15,27.9,11.3
Heathrow,2022-06-16,29.4,13.8
Heathrow,2022-06-17,32.7,15.3
Heathrow,2022-06-18,25.2,12.6
Heathrow,2022-06-19,19.7,9.7
Heathrow,2022-06-20,22.5,11.4
Heathrow,2022-06-21,26.2,10.6
Heathrow,2022-06-22,27.9,12.5
Heathrow,2022-06-23,26.7,13.9
Heathrow,2022-06-24,22.5,14.5
Heathrow,2022-06-25,22.3,12.4
Heathrow,2022-06-26,22.8,11.0
Heathrow,2022-06-27,21.0,11.7
Heathrow,2022-06-28,23.2,11.2
Heathrow,2022-06-29,22.0,14.3
Heathrow,2022-06-30,20.7,13.3
Heathrow,2022-07-01,22.1,12.4
Heathrow,2022-07-02,23.8,11.8
Heathrow,2022-07-03,24.2,10.6
Heathrow,2022-07-04,23.3,11.3
Heathrow,2022-07-05,22.3,10.8
Heathrow,2022-07-06,25.3,12.5
Heathrow,2022-07-07,25.2,16.5
Heathrow,2022-07-08,28.7,13.8
Heathrow,2022-07-09,27.5,15.5
Heathrow,2022-07-10,29.7,14.6
Heathrow,2022-07-11,31.8,16.5
Heathrow,2022-07-12,31.3,19.7
Heathrow,2022-07-13,28.7,20.9
Heathrow,2022-07-14,25.3,15.0
Heathrow,2022-07-15,27.2,13.2
Heathrow,2022-07-16,29.1,14.0
Heathrow,2022-07-17,30.8,15.5
Heathrow,2022-07-18,37.1,17.7
Heathrow,2022-07-19,40.2,21.7
Heathrow,2022-07-20,27.2,19.0
Heathrow,2022-07-21,24.2,15.8
Heathrow,2022-07-22,23.0,17.1
Heathrow,2022-07-23,27.9,15.6
Heathrow,2022-07-24,29.0,17.9
Heathrow,2022-07-25,24.9,17.8
Heathrow,2022-07-26,22.8,15.0
Heathrow,2022-07-27,22.1,13.7
Heathrow,2022-07-28,25.2,15.5
Heathrow,2022-07-29,28.4,14.4
Heathrow,2022-07-30,27.0,15.9
Heathrow,2022-07-31,27.6,19.8
Heathrow,2022-08-01,27.8,18.1
Heathrow,2022-08-02,26.9,18.3
Heathrow,2022-08-03,27.2,17.8
Heathrow,2022-08-04,25.5,15.8
Heathrow,2022-08-05,23.3,14.3
Heathrow,2022-08-06,24.8,10.5
Heathrow,2022-08-07,27.6,12.6
Heathrow,2022-08-08,29.7,15.8
Heathrow,2022-08-09,29.1,15.6
Heathrow,2022-08-10,30.9,15.0
Heathrow,2022-08-11,33.3,15.7
Heathrow,2022-08-12,33.9,17.6
Heathrow,2022-08-13,34.2,18.2
Heathrow,2022-08-14,33.1,18.2
Heathrow,2022-08-15,29.5,18.1
Heathrow,2022-08-16,24.0,18.3
Heathrow,2022-08-17,24.4,16.7
Heathrow,2022-08-18,27.8,17.5
Heathrow,2022-08-19,25.2,18.6
Heathrow,2022-08-20,26.0,13.3
Heathrow,2022-08-21,25.4,14.4
Heathrow,2022-08-22,23.4,14.0
Heathrow,2022-08-23,26.5,17.8
Heathrow,2022-08-24,29.1,20.0
Heathrow,2022-08-25,23.2,17.2
Heathrow,2022-08-26,25.2,11.3
Heathrow,2022-08-27,25.3,15.6
Heathrow,2022-08-28,24.4,13.8
Heathrow,2022-08-29,23.3,15.6
Heathrow,2022-08-30,24.4,13.5
Heathrow,2022-08-31,24.7,13.8
Heathrow,2022-09-01,23.7,15.2
Heathrow,2022-09-02,24.2,16.3
Heathrow,2022-09-03,23.7,15.0
Heathrow,2022-09-04,24.6,15.8
Heathrow,2022-09-05,22.8,14.5
Heathrow,2022-09-06,22.2,14.9
Heathrow,2022-09-07,21.3,14.0
Heathrow,2022-09-08,20.1,13.0
Heathrow,2022-09-09,22.1,14.7
Heathrow,2022-09-10,22.5,12.4
Heathrow,2022-09-11,23.4,12.4
Heathrow,2022-09-12,26.2,14.8
Heathrow,2022-09-13,21.2,15.9
Heathrow,2022-09-14,22.0,14.4
Heathrow,2022-09-15,19.1,12.6
Heathrow,2022-09-16,17.7,10.4
Heathrow,2022-09-17,17.6,6.0
Heathrow,2022-09-18,18.0,7.7
Heathrow,2022-09-19,18.6,11.6
Heathrow,2022-09-20,19.8,8.8
Heathrow,2022-09-21,21.2,13.6
Heathrow,2022-09-22,20.7,9.6
Heathrow,2022-09-23,18.9,14.4
Heathrow,2022-09-24,18.9,9.0
Heathrow,2022-09-25,16.7,8.9
Heathrow,2022-09-26,15.7,11.1
Heathrow,2022-09-27,15.0,8.6
Heathrow,2022-09-28,15.6,5.2
Heathrow,2022-09-29,16.9,5.9
Heathrow,2022-09-30,16.7,7.4
Heathrow,2022-10-01,19.4,11.8
Heathrow,2022-10-02,18.6,12.1
Heathrow,2022-10-03,18.4,7.0
Heathrow,2022-10-04,18.3,13.3
Heathrow,2022-10-05,18.8,11.7
Heathrow,2022-10-06,19.2,7.7
Heathrow,2022-10-07,19.5,12.2
Heathrow,2022-10-08,17.2,6.7
Heathrow,2022-10-09,18.3,5.6
Heathrow,2022-10-10,16.1,9.2
Heathrow,2022-10-11,16.5,4.4
Heathrow,2022-10-12,17.8,5.0
Heathrow,2022-10-13,17.8,11.3
Heathrow,2022-10-14,16.3,9.3
Heathrow,2022-10-15,17.8,7.7
Heathrow,2022-10-16,16.7,10.4
Heathrow,2022-10-17,19.3,12.8
Heathrow,2022-10-18,18.0,6.0
Heathrow,2022-10-19,17.2,11.3
Heathrow,2022-10-20,16.7,11.8
Heathrow,2022-10-21,18.2,9.5
Heathrow,2022-10-22,18.6,12.2
Heathrow,2022-10-23,19.4,12.7
Heathrow,2022-10-24,18.7,11.9
Heathrow,2022-10-25,17.8,10.6
Heathrow,2022-10-26,19.1,14.2
Heathrow,2022-10-27,20.8,11.9
Heathrow,2022-10-28,18.9,11.9
Heathrow,2022-10-29,21.8,10.6
Heathrow,2022-10-30,17.2,12.9
Heathrow,2022-10-31,17.5,9.8
Heathrow,2022-11-01,16.1,10.0
Heathrow,2022-11-02,15.2,8.0
Heathrow,2022-11-03,14.3,7.4
Heathrow,2022-11-04,12.8,6.4
Heathrow,2022-11-05,13.5,5.7
Heathrow,2022-11-06,14.1,10.1
Heathrow,2022-11-07,15.0,9.5
Heathrow,2022-11-08,15.3,10.9
Heathrow,2022-11-09,15.0,10.2
Heathrow,2022-11-10,15.1,9.3
Heathrow,2022-11-11,16.5,12.0
Heathrow,2022-11-12,16.9,8.8
Heathrow,2022-11-13,14.4,9.4
Heathrow,2022-11-14,14.0,7.4
Heathrow,2022-11-15,14.7,8.2
Heathrow,2022-11-16,12.7,7.1
Heathrow,2022-11-17,11.9,8.6
Heathrow,2022-11-18,12.7,7.1
Heathrow,2022-11-19,10.8,6.4
Heathrow,2022-11-20,11.4,4.0
Heathrow,2022-11-21,9.2,3.7
Heathrow,2022-11-22,10.8,5.0
Heathrow,2022-11-23,12.6,2.6
Heathrow,2022-11-24,13.2,5.9
